REC_ID,REC2_ID,CULTURE,SEX,AGE,DATE_OF_BIRTH,TITLE,GIVEN_NAME,SURNAME,STATE,SUBURB,POSTCODE,STREET_NUMBER,ADDRESS_1,ADDRESS_2,PHONE_NUMBER,SOC_SEC_ID,BLOCKING_NUMBER,FAMILY_ROLE,ID
"
rec-53582-org",rec-15119-org," eng"," f"," 32"," 19840107"," "," zachariah"," abrahams"," sa"," farrell flat"," 2484"," 30"," wilkins street"," noss"," 7 29520650"," 2439296"," 9"," NoRole",1559
"
rec-36594-org",rec-7023-org," ind"," f"," 38"," "," "," nathan"," gadepalli"," qld"," inala"," 2126"," 26"," julia flynn avenue"," wundaru"," 3 80370541"," 1135718"," 4"," NoRole",1560
"
rec-93647-org",rec-80859-org," "," f"," 30"," 19860828"," "," jai"," berry"," nsw"," long jetty"," "," 50"," dowling street"," berowra exch"," 02 24790385"," 8074434"," 3"," NoRole",1561
"
rec-81644-org",rec-92640-org," eng"," "," 27"," 19890910"," "," jaiden"," gardenar"," nsw"," bungwahl"," 4551"," 38"," hebblewhite street"," "," 612 58003987"," 2256212"," 2"," NoRole",1562
"
rec-33087-dup-1",rec-86490-org," usa"," m"," "," 19260825"," "," isab elle"," levy"," tas"," lietinna"," 2117"," 7"," campbel  street"," "," 07 82267903"," 7383746"," 7"," NoRole",1563
"
rec-55978-org",rec-24682-org," chi"," f"," 26"," 19900719"," "," marcus"," guan"," qld"," samsonvale"," 5024"," 95"," castlereagh crescent"," acton park"," 3 76111380"," 9584666"," 9"," NoRole",1564
"
rec-75583-org",rec-94570-org," por"," f"," 43"," 19731007"," ms"," sarsha"," botelho"," qld"," wondecla"," 3205"," 34"," palmer street"," "," 613 69953072"," 4473181"," 8"," NoRole",1565
"
rec-91861-org",rec-62032-org," ger"," f"," 9"," 20070221"," "," joshua"," schenkel"," vic"," golden point"," 5113"," 7"," larakia street"," maralea"," 8 23612280"," 4357044"," 1"," NoRole",1566
"
rec-15182-org",rec-6510-org," jew"," m"," 24"," 19921123"," ms"," ethan"," jacobowitz"," nsw"," bowen mountain"," 2330"," 14"," dandenong court"," "," 2 58544009"," 3341149"," 9"," NoRole",1567
"
rec-11945-org",rec-59115-org," wel"," f"," "," 19890323"," ms"," matthew"," trewent"," "," yarraville"," 4217"," 37"," edmondson street"," seagulls football club"," 04 59470694"," 1266225"," 0"," NoRole",1568
"
rec-91581-org",rec-80157-org," usa"," f"," 25"," 19910101"," "," alice"," mendoza"," "," coorabell"," 2680"," 65"," ruthven street"," "," 07 44685630"," 4147202"," 1"," NoRole",1569
"
rec-3097-org",rec-90140-org," ser"," f"," "," "," mr"," ethan"," dmitrovic"," nsw"," dudley"," 6230"," 31"," shackleton park"," "," 612 58715342"," 2442139"," 9"," NoRole",1570
"
rec-88680-org",rec-86641-org," rus"," f"," 24"," 19921203"," "," lily"," dyachenko"," vic"," kennett river"," 4814"," 468"," beggs place"," "," 8 22346640"," 7848033"," 3"," NoRole",1571
"
rec-57820-dup-1",rec-99506-org," cze"," f"," "," 19540128"," "," james"," molnar"," tas"," alice springs"," 3350"," 5 "," tennyson crescent"," bridgewaterestate"," 07 65166835"," 2970796"," 8"," NoRole",1572
"
rec-13791-dup-0",rec-93955-org," usa"," "," 23"," 19930919"," "," braedon"," ortiz"," nsw"," ponalpo"," 2251"," 5"," freda gibson circuit"," "," 612 92853755"," 3363277"," 6"," NoRole",1573
"
rec-35259-org",rec-2563-org," eng"," f"," 34"," 19820526"," dr"," amber"," hume"," act"," garran"," 2486"," 40"," sugarloaf circuit"," por 187"," 2 78021175"," 7366623"," 5"," NoRole",1574
"
rec-37435-org",rec-2581-org," usa"," "," "," 19550204"," mr"," mitchell"," simon"," vic"," mulgrave"," 3056"," 36"," farrer street"," barakee"," 618 46419006"," 9709104"," 6"," NoRole",1575
"
rec-98437-org",rec-97901-org," eng"," m"," 34"," 19820918"," "," holly"," christophers"," nsw"," clybucca"," 2750"," 53"," medley street"," ra 939"," 2 40077352"," 1837375"," 0"," NoRole",1576
"
rec-20571-org",rec-22093-org," ind"," f"," 30"," 19860501"," "," jacob"," vijayabhas"," sa"," bower"," 2036"," 52"," kirkton street"," "," 7 43057717"," 4609647"," 1"," NoRole",1577
"
rec-14206-org",rec-5068-org," chi"," f"," 28"," 19880208"," "," niamh"," guo"," vic"," armadale"," 2285"," 17"," blamey crescent"," winrae"," 8 84077894"," 3468790"," 2"," NoRole",1578
"
rec-3399-org",rec-67227-org," usa"," f"," 28"," 19880611"," "," byron"," wagner"," vic"," kings park"," 2541"," 3"," squire place"," "," 618 64018423"," 1703537"," 0"," NoRole",1579
"
rec-18823-org",rec-45889-org," eng"," m"," 33"," 19831101"," mr"," jesse"," dennel"," tas"," pipers river"," 3021"," 57"," hurtle avenue"," "," 07 08503680"," 2435476"," 0"," NoRole",1580
"
rec-89680-org",rec-65548-org," ind"," f"," "," 19461018"," "," harrison"," brara"," qld"," grass valley"," 3204"," 56"," "," rayak dp"," 3 23898361"," 7601977"," 1"," NoRole",1581
"
rec-24233-org",rec-63229-org," usa"," m"," 21"," 19950512"," pfc"," erin"," ramsey"," qld"," branyan"," 4818"," 74"," delegate street"," "," 3 34580535"," 4126615"," 6"," NoRole",1582
"
rec-96464-org",rec-83704-org," sri"," f"," 19"," 19970709"," ms"," alana"," bandaratileke"," sa"," horsley"," 3232"," 18"," rapanea street"," royal queensland yacht squadron"," 617 99053553"," 3469047"," 3"," NoRole",1583
"
rec-33774-org",rec-68309-org," ind"," "," "," "," "," georgia"," salil"," vic"," mininera"," 3187"," 88"," westhoven street"," cn rodney"," 08 31127768"," 9354968"," 5"," NoRole",1584
"
rec-598-org",rec-29426-org," usa"," "," 35"," 19810113"," ms"," elle"," jimenez"," vic"," waramanga"," 6701"," 8"," folingsby street"," homewood"," 618 23910660"," 3982805"," 5"," NoRole",1585
"
rec-15183-org",rec-30013-org," usa"," m"," "," 19030509"," ms"," adam"," goodman"," vic"," hamlyn heights"," 4500"," 36"," kathner street"," "," 07 31148543"," 5800251"," 0"," NoRole",1586
"
rec-93360-org",rec-9621-org," cze"," f"," 33"," 19830308"," "," caitlin"," gondzur"," sa"," dublin"," 7250"," 71"," yerra court"," "," 617 11661094"," 1314002"," 6"," NoRole",1587
"
rec-22826-dup-1",rec-65690-org," usa"," f"," "," 19490919"," "," charlot e"," robbins"," "," mid|and"," 3056"," 170"," "," "," 02 58088170"," 1828208"," 9"," NoRole",1588
"
rec-29185-dup-0",rec-4491-org," chi"," f"," 35"," 19810719"," ms"," holly"," muk"," wa"," wallse d"," 6156"," 139"," freehill street"," "," 0831446389"," 2200077"," 1"," NoRole",1589
"
rec-43894-org",rec-19205-org," unk"," f"," "," 19650721"," "," matthew"," scollard"," qld"," nandi"," 3936"," 12"," goldner circuit"," "," 3 57728785"," 3845072"," 6"," NoRole",1590
"
rec-84917-dup-0",rec-12802-org," fin"," m"," 12"," "," "," grayson"," nieminen"," vic"," brown hill"," 2144"," 38"," miJler  treet"," "," 08 72204589"," 2440815"," 4"," NoRole",1591
"
rec-79696-dup-0",rec-49787-org," eng"," f"," 3 4"," 19820704"," "," hannah"," bras her"," nsw"," jerangle"," 5091"," 19"," boolee street"," "," 02 88632546"," 1549024"," 2"," NoRole",1592
"
rec-36859-org",rec-98835-org," usa"," f"," 8"," 20080824"," "," benjamin"," haynes"," vic"," beveridge"," 7302"," 4"," kelleway avenue"," "," 08 47766537"," 4486068"," 6"," NoRole",1593
"
rec-47852-org",rec-35234-org," eng"," f"," "," 19410731"," "," courtney"," hambledon"," qld"," ningi"," 3081"," 2"," westbury circuit"," "," 03 06777310"," 7639063"," 3"," NoRole",1594
"
rec-67295-org",rec-48237-org," dut"," "," "," 19900112"," ms"," caleb"," vanginkel"," qld"," southport"," 2196"," 276"," eagle circuit"," "," 3 40096521"," 5461146"," 6"," NoRole",1595
"
rec-96499-org",rec-84842-org," unk"," f"," 10"," 20060529"," "," esme"," aaberg"," sa"," mount barker"," 4113"," 49"," hawkesbury crescent"," trumalon"," 07 85265972"," 1937587"," 7"," NoRole",1596
"
rec-80376-org",rec-50641-org," chi"," "," 20"," 19960905"," "," kelsy"," aw"," vic"," jancourt east"," 3150"," 32"," hopegood place"," "," 8 51043982"," 4145419"," 9"," NoRole",1597
"
rec-94535-dup-0",rec-46545-org," wel"," f"," 25"," 19910525"," "," dominic"," defonald"," qld"," jollys lukout"," 6164"," 26"," harbison crescent"," deepdale farm"," 04 26767114"," 8943136"," 0"," NoRole",1598
"
rec-70277-org",rec-11180-org," chi"," m"," 23"," "," "," catherine"," thien"," wa"," west river"," 5023"," 27"," chapman street"," gilroy place"," 08 43341303"," 4132799"," 8"," NoRole",1599
"
rec-19472-org",rec-72523-org," ind"," f"," 8"," 20080121"," dr"," lily"," dayalani"," nsw"," doyalson"," 4014"," 50"," rowell place"," "," 2 87027687"," 7513120"," 2"," NoRole",1600
"
rec-64189-org",rec-9181-org," eng"," m"," 43"," 19730425"," "," mia"," adcock"," nsw"," rocky glen"," 6107"," 260"," hamilton row"," rosehill"," 02 24668529"," 1333909"," 7"," NoRole",1601
"
rec-32564-org",rec-50884-org," eng"," "," 11"," 20050110"," "," benjamin"," martins"," "," new farm"," 4077"," 11"," goldfinch circuit"," "," "," 9886229"," 2"," NoRole",1602
"
rec-30616-org",rec-87226-org," usa"," m"," 25"," 19910423"," "," harry"," delgado"," nsw"," edderton"," 3101"," 7"," wallaroo road"," rsl connie fall"," 02 66977050"," 5627903"," 9"," NoRole",1603
"
rec-31224-dup-1",rec-61579-org," chi"," f"," 28"," 19880215"," "," darcy"," vong"," "," mal vern"," 2164"," 7"," burkitt s treet"," "," 04 80599205"," 3288273"," 3"," NoRole",1604
"
rec-44646-org",rec-16053-org," sri"," f"," "," 19890306"," "," jasmyn"," samataweera"," vic"," kyabram"," "," 176"," "," "," 08 28395897"," 7819529"," 2"," NoRole",1605
"
rec-29482-org",rec-13759-org," eng"," f"," 13"," 20030128"," pfc"," samantha"," rattray"," wa"," ardross"," 2148"," 69"," melba street"," "," 618 61184474"," 7978999"," 0"," NoRole",1606
"
rec-95815-dup-1",rec-14652-org," unk"," m"," 24"," 19920104"," mr"," paige"," abat"," nsw"," pentland"," 3458"," 276"," pattinso ncrescent"," "," 3 77043264"," 1059096"," 4"," NoRole",1607
"
rec-13976-dup-1",rec-98208-org," unk"," f"," 21"," 19950330"," dr"," tarcie"," scottjackson"," nsw"," comara"," 2630"," 25"," bruch road"," the briar patkh"," 02 39436338"," 7388700"," 7"," NoRole",1608
"
rec-57812-org",rec-1443-org," eng"," f"," 33"," 19830525"," "," trent"," jacobsen"," qld"," garbutt"," 4670"," 48"," freney place"," retirement village"," 03 93425569"," 8623011"," 3"," NoRole",1609
"
rec-27649-org",rec-12942-org," eng"," f"," 26"," 19900910"," "," ethan"," rutherfurd"," sa"," saddleworth"," 6167"," 19"," de lissa street"," cherry haven"," 07 01999994"," 6193005"," 4"," NoRole",1610
"
rec-9575-org",rec-9542-org," ara"," f"," 30"," "," "," talena"," nusrat"," "," seymour"," 2207"," 6"," "," cascina"," 08 92736701"," 2243191"," 6"," NoRole",1611
"
rec-58303-dup-0",rec-15394-org," ger"," m"," 32"," 19840831"," "," se n"," spane h"," nsw"," colo vale"," 4506"," 4"," baskerville street"," "," 612 86447619"," 6462546"," 1"," NoRole",1612
"
rec-78552-org",rec-53212-org," usa"," "," 15"," 20011117"," "," jemima"," schmidt"," qld"," elanora"," 2261"," 8"," beard place"," sec 21"," 3 17786448"," 2338159"," 8"," NoRole",1613
"
rec-5644-dup-0",rec-40886-org," usa"," m"," "," 19590516"," "," chlo "," wright"," ns "," "," 2780"," 25"," howitt street"," "," 2 38673103"," 8506580"," 9"," NoRole",1614
"
rec-3945-dup-1",rec-78786-org," eng"," f"," 40"," 19760907"," ms"," harry"," danel"," nsw"," nelsons plains"," 3058"," 8"," page street"," bay city plasa"," 612 04950467"," 2589400"," 4"," NoRole",1615
"
rec-15787-org",rec-27017-org," ind"," f"," "," "," mr"," henry"," sadarangani"," vic"," bellbrae"," 3154"," 94"," "," "," 08 24956531"," 1191657"," 9"," NoRole",1616
"
rec-78331-dup-0",rec-79227-org," chi"," m"," 32"," 19841025"," ms"," michael"," hwang"," nss"," kanwal"," 7109"," 103"," spalding street"," "," 02 15715740"," 6254601"," 7"," NoRole",1617
"
rec-76172-org",rec-37776-org," rom"," "," 34"," 19820506"," "," angus"," marga"," vic"," smeaton"," 4067"," 6"," zox circuit"," "," 03 63309442"," 4397869"," 2"," NoRole",1618
"
rec-50484-org",rec-5708-org," usa"," m"," 31"," 19850824"," "," alexandra"," bradley"," vic"," telangatuk east"," 6164"," 51"," clare dennis avenue"," "," 08 67475509"," 9121374"," 7"," NoRole",1619
"
rec-53195-org",rec-3044-org," gre"," f"," 25"," 19910614"," "," jessica"," tsougarakis"," nsw"," daysdale"," 2145"," 2"," charnwood place"," robb farm"," 612 42253180"," 1891331"," 0"," NoRole",1620
"
rec-43528-dup-1",rec-16182-org," ind"," f"," 28"," 1988 120"," dr"," amber"," vonguru"," 4ld"," bokarina"," 3741"," 46"," "," "," 3 64784321"," 4388982"," 5"," NoRole",1621
"
rec-4733-org",rec-10836-org," usa"," f"," "," 19610425"," "," emiily"," powers"," nsw"," crystal creek"," 2500"," 68"," bellinger circuit"," corcoran"," 2 29051376"," 4677138"," 0"," NoRole",1622
"
rec-4296-dup-1",rec-87799-org," usa"," "," 22"," 19940307"," "," brooklyn"," mcdaniel"," "," lavington"," 3064"," 124"," prichard circuit"," "," 07 43976372"," 2036437"," 1"," NoRole",1623
"
rec-87308-org",rec-12631-org," cze"," f"," 23"," "," "," kristen"," cerny"," nsw"," kelvin"," 3206"," 199"," maharatta circuit"," "," 08 66016747"," 5765987"," 8"," NoRole",1624
"
rec-71396-dup-0",rec-324-org," usa"," f"," 36"," 19800218"," "," kalum"," hoffman"," qld"," longreach"," 4573"," 11"," meina place"," "," 613 43362548"," 3247307"," 0"," NoRole",1625
"
rec-56908-org",rec-92928-org," eng"," f"," 34"," 19820224"," dr"," finn"," dick"," qld"," kallangur"," 4216"," 62"," cripps place"," "," 3 32347228"," 4522112"," 4"," NoRole",1626
"
rec-57169-dup-0",rec-56315-org," eng"," "," 21"," 19950118"," "," jacob"," danniel"," "," boreen povnt"," 3161"," 4"," jennings street"," "," 04 13619218"," 5605762"," 2"," NoRole",1627
"
rec-98879-org",rec-1174-org," chi"," f"," 30"," 19860215"," ms"," andrew"," gwo"," vic"," keilor park"," 2500"," 30"," coane street"," sec 692"," 03 97947488"," 7903128"," 3"," NoRole",1628
"
rec-37309-org",rec-29923-org," eng"," f"," 10"," 20061208"," "," jack"," vipond"," sa"," frances"," 2094"," 25"," mugga way"," "," 7 87734207"," 8003518"," 1"," NoRole",1629
"
rec-24882-dup-1",rec-3777-org," usa"," f"," "," 19261208"," ms"," grayzon"," wilkins"," vik"," thorpdale"," 6025"," 16"," hewlett circuit"," mlc centre"," 08 53441869"," 7429805"," 9"," NoRole",1630
"
rec-86369-org",rec-71493-org," eng"," f"," 32"," 19840311"," "," casey"," madison"," tas"," midway point"," 3105"," 237"," stanfield close"," "," 7 25823275"," 3177710"," 7"," NoRole",1631
"
rec-54641-org",rec-31241-org," eng"," f"," 28"," 19880511"," "," brodee"," stoddard"," qld"," nine mile"," 7250"," 4"," tindall place"," "," 3 92554817"," 7674675"," 4"," NoRole",1632
"
rec-89469-dup-0",rec-8090-org," sri"," f"," 22"," 19940205"," "," peter"," thilakaratne"," wa"," lavington"," 3199"," 37"," steffanonetcircuit"," galashiels"," 08 76980611"," 6713899"," 1"," NoRole",1633
"
rec-67195-org",rec-16351-org," dut"," f"," 37"," 19790311"," mr"," gabriella"," kamerling"," nsw"," lindfield"," 4812"," 2"," banambila street"," "," 08 34170195"," 9829817"," 9"," NoRole",1634
"
rec-42307-org",rec-45419-org," "," m"," 30"," 19861128"," ms"," eloise"," stanfield"," qld"," walkerston"," 2446"," 36"," beasley street"," lillydale"," 03 05740219"," 3557860"," 3"," NoRole",1635
"
rec-82873-org",rec-82213-org," cze"," f"," 31"," 19850519"," lgt"," alicia"," kovalcin"," nsw"," forster"," 3162"," 90"," davies place"," "," 612 78420579"," 2805575"," 3"," NoRole",1636
"
rec-63775-org",rec-36583-org," rom"," f"," "," 19040910"," dr"," alannah"," amanar"," nsw"," edgecliff"," 5066"," 4"," feathertop street"," "," 2 97641692"," 6907795"," 2"," NoRole",1637
"
rec-29668-org",rec-12525-org," eng"," f"," "," 19310510"," "," tansy"," jeanes"," nsw"," crowdy head"," 2745"," 183"," batman street"," homestead caravn park"," 612 51711236"," 9405165"," 9"," NoRole",1638
"
rec-43624-org",rec-26606-org," usa"," f"," 31"," 19850203"," "," isabella"," gregory"," wa"," coorow"," 4035"," 4"," morgan crescent"," "," "," 1415107"," 4"," NoRole",1639
"
rec-9472-org",rec-52612-org," eng"," f"," 30"," 19860423"," ms"," william"," abrahamson"," qld"," toowoomba east"," 2702"," 17"," "," "," 3 66447320"," 5965050"," 9"," NoRole",1640
"
rec-45570-org",rec-37220-org," usa"," f"," 23"," 19930411"," "," esme"," fowler"," qld"," crestmead"," 2261"," 27"," lawrence crescent"," "," 08 42527100"," 6125106"," 7"," NoRole",1641
"
rec-34154-org",rec-50411-org," spa"," m"," 28"," 19881123"," "," tahlia"," carrera"," vic"," seville"," 3044"," 59"," guginya crescent"," "," "," 7551499"," 9"," NoRole",1642
"
rec-71848-org",rec-59962-org," eng"," f"," 32"," 19840317"," ms"," tommi-lee"," newell"," vic"," cairnlea"," 2032"," 26"," kurrama close"," "," 03 91548795"," 7489298"," 4"," NoRole",1643
"
rec-3535-org",rec-65324-org," usa"," "," 26"," 19900731"," "," maddison"," fisher"," nsw"," ulong"," 5223"," 18"," britten-jones drive"," "," 612 08483366"," 9367315"," 4"," NoRole",1644
"
rec-99974-org",rec-19266-org," ser"," f"," 30"," 19861205"," mr"," shai"," karic"," wa"," mooriary"," 3130"," 8"," swanton street"," "," 08 18297581"," 4322553"," 4"," NoRole",1645
"
rec-42720-org",rec-89649-org," ira"," f"," "," 19770903"," "," robert"," khosravi"," qld"," pittsworth"," 6101"," 6"," keverstone circuit"," st helens"," 03 34739228"," 5919364"," 2"," NoRole",1646
"
rec-6320-dup-0",rec-32415-org," eng"," "," 13"," 20030120"," "," jordan"," tracey"," "," mangrove mountain"," 6061"," 8"," brigden crescent"," "," 612 48327706"," 9720361"," 5"," NoRole",1647
"
rec-7719-org",rec-10489-org," eng"," m"," 30"," "," "," phoebe"," earl"," qld"," pine hills"," 7320"," 16"," garrick street"," "," 613 07066701"," 5037835"," 1"," NoRole",1648
"
rec-55836-org",rec-54953-org," cze"," f"," 24"," 19921121"," "," bryce"," rucinsky"," nsw"," woodrising"," 3216"," 27"," downes place"," "," 612 29071417"," 1147267"," 9"," NoRole",1649
"
rec-97954-dup-0",rec-53322-org," eng"," m"," 39"," 19770913"," "," robert"," hyland"," nsw"," jerseyville"," 2153"," 3 "," gooreenstreet"," emmavale"," 02 02694631"," 8806373"," 3"," NoRole",1650
"
rec-83593-org",rec-68018-org," nor"," m"," 25"," 19911129"," ms"," jasper"," nanstveit"," tas"," akaroa"," 6162"," 22"," mooyi place"," wombat gully"," 07 94661951"," 4011555"," 3"," NoRole",1651
"
rec-44110-dup-1",rec-53356-org," afg"," r"," 29"," "," "," nicholas"," jadoon"," nusw"," spicers creek"," 2400"," 35"," hambidge crescent"," "," 2 96914897"," 9577620"," 4"," NoRole",1652
"
rec-82970-org",rec-43041-org," chi"," "," 28"," 19880726"," "," renee"," ou"," sa"," o'halloran hill"," 4032"," 17"," flinders way"," "," 617 41615805"," 6073572"," 2"," NoRole",1653
"
rec-50166-org",rec-6282-org," usa"," f"," 27"," 19890118"," "," arabella"," davidson"," nsw"," cells river"," 4105"," 78"," barraclough crescent"," "," 2 67137507"," 7410206"," 3"," NoRole",1654
"
rec-74021-org",rec-32676-org," usa"," f"," 21"," 19950106"," "," adam"," "," sa"," brentwood"," 5120"," 7"," dethridge street"," "," 617 54801120"," 7237734"," 7"," NoRole",1655
"
rec-65295-org",rec-47648-org," abo"," f"," "," 19030225"," ms"," jessie"," munyarryun"," qld"," forest ridge"," 2068"," 1"," percival street"," "," 613 50509497"," 5144573"," 3"," NoRole",1656
"
rec-24744-org",rec-78471-org," unk"," f"," "," 19910307"," mr"," neneh"," aarts"," sa"," holden hill"," 4350"," 282"," ashby circuit"," st vincents hospital"," 07 60580464"," 3392498"," 0"," NoRole",1657
"
rec-86191-dup-0",rec-19113-org," dut"," m"," 41"," "," dr"," casey"," renders"," nsw"," laguna"," 3029"," 2"," fihelly street"," "," 02 91953230"," 9897078"," 3"," NoRole",1658
"
rec-88245-org",rec-15520-org," por"," f"," 38"," 19781129"," "," stephanie"," guajira"," nsw"," balmoral"," 5372"," 9"," weavers crescent"," sheep station"," 2 56761262"," 8617902"," 5"," NoRole",1659
"
rec-30050-org",rec-13658-org," unk"," "," 44"," 19720111"," mr"," sean"," streckfuss"," qld"," degilbo"," 6018"," 177"," buckley circuit"," "," 03 04410025"," 6584837"," 0"," NoRole",1660
"
rec-93583-org",rec-76613-org," ger"," f"," 25"," 19910715"," "," olivia"," "," vic"," blackburn"," 3180"," 7"," walsh place"," "," 08 13936143"," 7254513"," 7"," NoRole",1661
"
rec-65936-org",rec-81855-org," ind"," f"," 13"," 20030826"," "," andrew"," raheja"," nsw"," ultimo"," 3078"," 27"," banfield street"," "," 2 23893613"," 4164565"," 0"," NoRole",1662
"
rec-68780-org",rec-32653-org," usa"," m"," 28"," 19881030"," mr"," noah"," wiley"," qld"," great sandy strait"," 2756"," 121"," phillipson crescent"," tarralain"," 03 26132093"," 7672488"," 1"," NoRole",1663
"
rec-42996-org",rec-11330-org," chi"," f"," "," 19340416"," "," tara"," pien"," wa"," wilson"," 2600"," 47"," hobart place"," "," "," 8685241"," 5"," NoRole",1664
"
rec-51696-org",rec-93347-org," eng"," f"," 19"," 19970531"," mr"," renee"," christopherson"," sa"," weetulta"," 2515"," 22"," williamson street"," "," 7 76619849"," 3089028"," 8"," NoRole",1665
"
rec-93320-org",rec-30634-org," unk"," f"," 28"," 19880503"," "," montana"," aarts"," nsw"," crowther"," 2319"," 429"," marston place"," kindilan"," 02 06209450"," 9892354"," 5"," NoRole",1666
"
rec-24734-org",rec-95760-org," unk"," f"," 37"," 19790306"," "," harry"," scollard"," vic"," eastern view"," 3450"," 8"," sellwood street"," "," 618 48710642"," 4208597"," 0"," NoRole",1667
"
rec-31799-dup-1",rec-50085-org," usa"," f"," 23"," 19930823"," "," madeline"," abbott"," nsw"," yetman"," 2256"," 2"," brunswick circuit"," "," 612 60183688"," 676649"," 8"," NoRole",1668
"
rec-48075-org",rec-5763-org," usa"," "," "," 19530429"," "," jack"," emerson"," "," port pirie"," 4116"," 9"," lambrigg street"," water fall"," 08 48434169"," 9345602"," 7"," NoRole",1669
"
rec-8093-org",rec-81589-org," ind"," f"," 9"," 20070530"," "," madeline"," rangaswamy"," "," brighton"," 4125"," 3"," bertram street"," milbrodale"," 07 69816540"," 8327694"," 0"," NoRole",1670
"
rec-78212-org",rec-84713-org," eng"," "," 40"," 19760913"," ms"," james"," traves"," wa"," south guildford"," 6063"," 37"," hannaford street"," kirala"," 8 61158594"," 6258993"," 7"," NoRole",1671
"
rec-80225-org",rec-84145-org," usa"," f"," "," 19610824"," mr"," harrison"," clark"," "," yarraville"," 3121"," 7"," "," "," 02 59600105"," 8082132"," 5"," NoRole",1672
"
rec-404-org",rec-40898-org," usa"," f"," 38"," 19780511"," "," benjamin"," reynolds"," sa"," pinkerton plains"," 2333"," 16"," torrens street"," "," 617 44682191"," 6906384"," 9"," NoRole",1673
"
rec-6305-org",rec-84294-org," unk"," "," "," 19700403"," mr"," isabelle"," scjum"," vic"," nangiloc"," 4630"," 10"," taronga place"," erins rest"," 618 30996072"," 7663645"," 7"," NoRole",1674
"
rec-10421-dup-0",rec-97228-org," usa"," f"," 35"," 19811116"," "," william"," york"," vic"," elaman creek"," 4152"," 126"," ainslie avenue"," mount parick"," 3 50261302"," 3249750"," 8"," NoRole",1675
"
rec-33106-org",rec-6027-org," usa"," f"," 26"," 19900629"," "," thomas"," franks"," vic"," narrawong"," 2048"," 61"," esk place"," villa 254"," 08 58303614"," 4301058"," 1"," NoRole",1676
"
rec-11887-org",rec-76922-org," ger"," f"," "," "," ms"," dante"," reinke"," vic"," barramunga"," 5271"," 120"," grey street"," "," 8 08001280"," 5326292"," 9"," NoRole",1677
"
rec-61175-org",rec-54714-org," usa"," m"," 26"," 19900425"," hon"," jessica"," bowers"," nsw"," narrabeen"," 4154"," 6"," marungal avenue"," "," 612 47546326"," 7074574"," 6"," NoRole",1678
"
rec-14163-org",rec-67212-org," chi"," f"," 20"," 19960426"," "," jared"," nyou"," nsw"," hillsdale"," 5095"," 11"," fenner street"," avon caravn park"," 02 92522554"," 5706268"," 6"," NoRole",1679
"
rec-49368-org",rec-77617-org," ind"," m"," "," "," ms"," aidan"," madnani"," wa"," hillman"," 3166"," 6"," "," boonoo boonoo"," 8 58236133"," 8881837"," 1"," NoRole",1680
"
rec-82618-org",rec-22467-org," unk"," f"," 22"," 19940715"," "," amy"," scopel"," nsw"," vittoria"," 5008"," 2"," kiddle crescent"," clear creek"," 02 90091601"," 1584601"," 3"," NoRole",1681
"
rec-91688-dup-0",rec-45365-org," ger"," f"," 27"," "," "," alexahdra"," leiber"," vic"," kangaroo ground"," 4551"," 1"," callaghan treet"," "," 8 05163603"," 3820815"," 5"," NoRole",1682
"
rec-51737-dup-1",rec-76034-org," eng"," m"," 37"," 19790622"," "," jasmyn"," granger"," wa"," lyndon"," 2905"," 5"," ainslie avenue"," "," 8 03684918"," 1211992"," 7"," NoRole",1683
"
rec-36550-org",rec-61159-org," eng"," "," 32"," "," "," georgia"," taggart"," wa"," pingelly"," 3076"," 70"," steinwedel street"," villa 2"," 08 32022357"," 1807009"," 5"," NoRole",1684
"
rec-26379-org",rec-284-org," usa"," "," 35"," 19811021"," "," elle"," cohen"," vic"," banyule"," 2290"," 3"," canning street"," "," "," 4617987"," 7"," NoRole",1685
"
rec-28840-org",rec-21639-org," unk"," m"," 34"," 19820612"," ms"," james"," streich"," nsw"," carinda"," 2705"," 34"," totterdell street"," lazy acres"," 612 41646793"," 8021256"," 1"," NoRole",1686
"
rec-43769-org",rec-28431-org," eng"," f"," 34"," 19820109"," "," india"," hopson"," nsw"," tottenham"," 3066"," 8"," gabriel place"," jaholma park"," 612 84954655"," 3210423"," 0"," NoRole",1687
"
rec-18239-dup-0",rec-1623-org," ira"," f"," 16"," 20001004"," "," matthew"," sthahidi"," nsw"," werrington counti"," 6315"," 14"," sinclair street"," "," 08 24717128"," 8021951"," 5"," NoRole",1688
"
rec-39912-org",rec-69485-org," usa"," f"," 31"," 19851111"," "," bailey"," snyder"," vic"," borung"," 3429"," 66"," griffin place"," "," 618 57797628"," 4456634"," 0"," NoRole",1689
"
rec-70413-org",rec-94903-org," "," f"," 32"," 19841228"," "," connor"," colquhoun"," vic"," st james"," 2615"," 496"," mcginness street"," "," 08 44358513"," 9338094"," 2"," NoRole",1690
"
rec-57054-org",rec-54265-org," usa"," "," 35"," 19810925"," pfc"," madelyn"," lewis"," vic"," bellbridge"," 5097"," 16"," steffanoni circuit"," "," 618 09764836"," 8171878"," 2"," NoRole",1691
"
rec-97828-org",rec-69899-org," eng"," "," 33"," 19830429"," mr"," adam"," lund"," qld"," welcome creek"," 3072"," 104"," macpherson street"," st agnes vlg"," 613 19249037"," 4617208"," 3"," NoRole",1692
